ts_iso_utc,ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s,label
2026-03-05T09:50:22+00:00,1772704222.0100014,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:23+00:00,1772704223.0098166,348224.3429436162,491610.83709686995,6.001108851280151,54.009979661521356,34.8,1.0001848085466918,0.0,1.0001848085466918,0.0,0
2026-03-05T09:50:24+00:00,1772704224.0098212,0.0,118783.46191649999,0.0,14.999932051012761,34.8,412.9981291378847,644.9970781935488,6.999968290472622,3.9999818802700697,0
2026-03-05T09:50:25+00:00,1772704225.0099955,65524.58011530297,36857.57631485792,0.9998257463882899,1.9996514927765798,34.8,4547.207494573943,5674.011110753546,11.99790895665948,11.99790895665948,0
2026-03-05T09:50:26+00:00,1772704226.0098648,0.0,49158.42271414932,0.0,5.000653352269421,34.8,1447.1890801467705,1100.1437374992727,10.001306704538843,7.00091469317719,0
2026-03-05T09:50:27+00:00,1772704227.0098312,32769.10159953249,135172.54409807152,5.000168090748977,3.000100854449386,34.8,11337.381128964229,7163.2408068069835,8.000268945198362,18.000605126696314,0
2026-03-05T09:50:28+00:00,1772704228.0101697,65513.82000913311,4094.6137505708193,0.9996615601979539,0.9996615601979539,34.8,1791.3935158747333,968.6720518318174,9.996615601979538,8.996954041781585,0
2026-03-05T09:50:29+00:00,1772704229.0097795,0.0,0.0,0.0,0.0,34.8,186.07262250972948,829.3236777449771,3.0011713308020886,4.001561774402784,0
2026-03-05T09:50:30+00:00,1772704230.0097651,65536.93751341123,4096.058594588202,1.0000143053193853,1.0000143053193853,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:31+00:00,1772704231.0099423,0.0,765816.3394612742,0.0,61.98901895497237,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:32+00:00,1772704232.0102382,0.0,249782.09510897868,0.0,25.992309461583655,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:33+00:00,1772704233.010116,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:34+00:00,1772704234.0099044,65549.87793817738,77840.48005158563,2.000423521062542,10.002117605312709,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:35+00:00,1772704235.009924,0.0,135165.35747353724,0.0,31.999374401879084,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:36+00:00,1772704236.009902,0.0,102402.24614301804,0.0,6.000131609942463,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:37+00:00,1772704237.0103588,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:38+00:00,1772704238.0098612,0.0,4098.039100552285,0.0,1.0004978272832727,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:39+00:00,1772704239.0099173,0.0,98298.49249607645,0.0,2.9998319243187392,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:40+00:00,1772704240.0100143,0.0,12286.807732880763,0.0,1.999805946106895,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:41+00:00,1772704241.009905,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:42+00:00,1772704242.0097737,0.0,16386.152626537616,0.0,3.0003941576912134,34.8,228.02995598453222,166.02181005891381,4.000525543588285,3.0003941576912134,0
2026-03-05T09:50:43+00:00,1772704243.0100517,0.0,200648.2205845829,0.0,2.999166243591302,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:44+00:00,1772704244.0102296,0.0,65524.34582281498,0.0,0.9998221713686368,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:45+00:00,1772704245.009935,0.0,4097.207387049292,0.0,1.0002947722288311,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:46+00:00,1772704246.010179,2407860.1435196484,151515.00903099828,73.98193800341713,2.9992677568952892,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:47+00:00,1772704247.009958,0.0,90131.92041831679,0.0,5.001105314404119,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:48+00:00,1772704248.0097353,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:49+00:00,1772704249.0100424,0.0,606021.9008978948,0.0,71.9778968021676,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:50+00:00,1772704250.0099363,27837833.490234174,167953.8192733709,782.0829760847945,23.00244047308219,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:51+00:00,1772704251.0100212,0.0,73721.74271859936,0.0,14.99872695284004,34.8,189.98387473597384,151.98709978877906,2.999745390568008,1.999830260378672,0
2026-03-05T09:50:52+00:00,1772704252.010176,249817.3448484405,28667.564162935796,9.998452902809639,2.9995358708428914,34.8,1636.7467401899378,4760.2634270276685,9.998452902809639,8.998607612528675,0
2026-03-05T09:50:53+00:00,1772704253.0101469,262151.62522179534,94210.7403140827,7.000203615389127,17.000494494516452,34.8,813.0236484730515,1009.029349703947,6.0001745274763945,8.00023270330186,0
2026-03-05T09:50:54+00:00,1772704254.0103219,139239.6331704266,315336.8162977308,2.999475094146942,29.994750941469423,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:55+00:00,1772704255.0100954,0.0,114713.98244746329,0.0,14.003171685481359,34.8,5697.290422892987,581.1316249474764,7.001585842740679,8.001812391703634,0
2026-03-05T09:50:56+00:00,1772704256.009853,65551.89447896126,0.0,1.0002425305017282,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:57+00:00,1772704257.0100174,0.0,524201.76418655185,0.0,48.991940393716895,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:50:58+00:00,1772704258.009813,0.0,151582.9721486882,0.0,10.002043664794142,34.8,55.01124015636778,208.04250822771814,1.0002043664794142,2.0004087329588285,0
2026-03-05T09:50:59+00:00,1772704259.0099058,0.0,77816.78289591157,0.0,3.999629055094139,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:00+00:00,1772704260.010046,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:01+00:00,1772704261.01012,0.0,151540.79965593974,0.0,15.998817531243638,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:02+00:00,1772704262.0102026,0.0,122869.83482535258,0.0,4.999586377984724,34.8,193.98395146580728,185.98461326103174,2.9997518267908343,2.9997518267908343,0
2026-03-05T09:51:03+00:00,1772704263.0099874,196650.33723986807,0.0,3.0006460150126353,0.0,34.8,234.05038917098557,334.0719230047401,3.0006460150126353,2.0004306766750903,0
2026-03-05T09:51:04+00:00,1772704264.0102432,0.0,4094.9524164336126,0.0,0.9997442422933625,34.8,351.9099732872636,456.8831187280666,3.99897696917345,3.99897696917345,0
2026-03-05T09:51:05+00:00,1772704265.0102565,0.0,90110.79689106323,0.0,17.99975967728092,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:06+00:00,1772704266.0101247,0.0,4096.540110273595,0.0,1.0001318628597644,34.8,427.05630544111943,0.0,5.000659314298822,0.0,0
2026-03-05T09:51:07+00:00,1772704267.0101948,0.0,12287.138732245618,0.0,1.999859819701435,34.8,426.9700715062564,0.0,4.999649549253587,0.0,0
2026-03-05T09:51:08+00:00,1772704268.0098045,0.0,69659.18736880367,0.0,2.000780887201392,34.8,427.1667194174973,0.0,5.001952218003481,0.0,0
2026-03-05T09:51:09+00:00,1772704269.0101435,0.0,69608.40057906546,0.0,1.9993221673674593,34.8,426.85528273295256,0.0,4.9983054184186475,0.0,0
2026-03-05T09:51:10+00:00,1772704270.0098815,0.0,32776.5881877943,0.0,8.002096725535718,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:11+00:00,1772704271.010139,0.0,65519.12934406004,0.0,0.9997425742196662,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:12+00:00,1772704272.0098507,0.0,36874.629040362786,0.0,4.001153324692143,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:13+00:00,1772704273.010275,0.0,69602.47834182499,0.0,1.9991520663437783,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:14+00:00,1772704274.0097954,0.0,168016.55717861324,0.0,22.0105531745992,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:15+00:00,1772704275.009898,0.0,335837.5699360198,0.0,34.996412168209,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:16+00:00,1772704276.0100062,0.0,36860.01019748934,0.0,4.999458848400789,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:17+00:00,1772704277.0102348,0.0,462742.19704271224,0.0,76.98239848133478,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:18+00:00,1772704278.0102346,65536.01562500373,0.0,1.000000238418636,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:19+00:00,1772704279.0102084,0.0,16384.429698769298,0.0,4.000104906926098,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:20+00:00,1772704280.009881,0.0,69654.80140932441,0.0,2.000654911802746,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:21+00:00,1772704281.0098288,0.0,81924.27756709747,0.0,5.000261081976164,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:22+00:00,1772704282.0100648,0.0,24570.200587610783,0.0,2.999292063917332,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:23+00:00,1772704283.0101657,1294205.4780070311,4095.5869557184533,23.99757981866281,0.9998991591109505,34.8,219.9778150044091,185.9812435946368,2.9996974773328513,0.9998991591109505,0
2026-03-05T09:51:24+00:00,1772704284.0103662,163807.15502324712,122855.36626743534,2.999398590513558,6.998596711198302,34.8,1318.7355802957943,1533.6924792825994,4.99899765085593,6.998596711198302,0
2026-03-05T09:51:25+00:00,1772704285.010212,0.0,16386.52773367016,0.0,3.0004628418585497,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:26+00:00,1772704286.0104306,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:27+00:00,1772704287.009859,0.0,16393.368635325165,0.0,3.001715448362762,34.8,0.0,0.0,0.0,0.0,0
2026-03-05T09:51:28+00:00,1772704288.0099318,0.0,4095.702170094996,0.0,0.9999272876208486,34.8,0.0,0.0,0.0,0.0,0
