ts_iso_utc,ts_unix,cpu_percent,cpu_percent_max,cpu_percent_min,cpu_frequency_mhz,cpu_count,memory_used,memory_available,memory_percent,memory_total,swap_used,swap_percent,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-04T19:48:06+00:00,1772653685.9021225,0.0,0.0,0.0,2304.0,16,14207623168,2816327680,83.5,17023950848,292753408,2.6,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0
2026-03-04T19:48:06+00:00,1772653686.9021003,3.6125000000000003,14.1,0.0,2304.0,16,14229196800,2794754048,83.6,17023950848,292753408,2.6,0.0,405512.9914103034,0.0,41.00090911019975,34.3,0.0,0.0,0.0,0.0
2026-03-04T19:48:07+00:00,1772653687.9019532,8.025,23.1,1.5,2304.0,16,14225829888,2798120960,83.6,17023950848,292753408,2.6,122898.07883134816,278568.9786843892,4.0005885036246145,36.005296532621536,34.3,67.00985743571229,0.0,2.0002942518123072,0.0
2026-03-04T19:48:08+00:00,1772653688.9021513,2.8375,12.1,0.0,2304.0,16,14223011840,2800939008,83.5,17023950848,292753408,2.6,0.0,180188.30004183418,0.0,38.992274622866724,34.3,3476.3112529155796,5708.868925553052,8.998217220661552,9.998019134068391
2026-03-04T19:48:09+00:00,1772653689.9019227,8.025,14.9,1.6,2304.0,16,14233022464,2790928384,83.6,17023950848,292753408,2.6,0.0,520310.9656772815,0.0,53.0121208724777,34.3,340.07775654042297,733.1676339533236,5.001143478535632,3.0006860871213794
2026-03-04T19:48:10+00:00,1772653690.9022708,3.8875,10.6,1.5,2304.0,16,14235828224,2788122624,83.6,17023950848,292753408,2.6,0.0,147404.68973564767,0.0,31.988864959992984,34.3,1286.5521626097177,791.7244077598264,6.997564209998465,5.997912179998685
2026-03-04T19:48:11+00:00,1772653691.9018095,9.71875,21.5,1.6,2304.0,16,14353113088,2670837760,84.3,17023950848,292753408,2.6,65566.24832976295,0.0,1.0004615528833458,0.0,34.3,1.0004615528833458,0.0,1.0004615528833458,0.0
2026-03-04T19:48:12+00:00,1772653692.9020944,5.0375,19.0,0.0,2304.0,16,14394531840,2629419008,84.6,17023950848,292753408,2.6,45043.16674226355,290733.1671546102,10.996866880435437,30.99117029940896,34.3,0.9997151709486762,0.0,0.9997151709486762,0.0
2026-03-04T19:48:13+00:00,1772653693.9019246,3.0125,9.2,0.0,2304.0,16,14391070720,2632880128,84.5,17023950848,292753408,2.6,4096.695430552138,380992.6750413488,1.000169782849643,52.00882870818143,34.3,1.000169782849643,0.0,1.000169782849643,0.0
2026-03-04T19:48:14+00:00,1772653694.902266,1.26875,3.2,0.0,2304.0,16,14395203584,2628747264,84.6,17023950848,292753408,2.6,0.0,176067.8877107616,0.0,38.98668934365747,34.3,109.96245712313645,119.95904413433067,2.9989761033582667,1.9993174022388445
2026-03-04T19:48:15+00:00,1772653695.901966,5.11875,9.2,0.0,2304.0,16,14397566976,2626383872,84.6,17023950848,292753408,2.6,0.0,65555.66214727909,0.0,1.0003000205578474,34.3,1.0003000205578474,0.0,1.0003000205578474,0.0
