ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
1772969961.1817203,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0
1772969962.1818771,760712.6598352977,266198.23897332087,28.9954512102851,32.99482379101408,37.6,0.0,0.0,0.0,0.0
1772969963.1817355,151573.46593064375,0.0,5.000708203476158,0.0,37.6,2313.327614928071,5144.7285997362715,11.00155804764755,10.001416406952316
1772969964.182101,828625.1410891319,700160.0945089144,161.94081133275674,36.98648160069135,37.6,3836.5977400933352,2145.2159328400985,9.99634637856523,11.995615654278277
1772969965.1820486,16384.859420078377,81924.29710039188,1.0000524548387681,18.000944187097826,37.6,3605.189099693759,761.0399181323025,4.000209819355073,7.000367183871377
1772969966.1817577,0.0,180276.4371274222,0.0,19.005528150640437,37.6,0.0,54.01571158603071,0.0,1.000290955296865
1772969967.1817462,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0
1772969968.1817913,0.0,208886.5873382075,0.0,35.99837787308263,37.6,0.0,0.0,0.0,0.0
1772969969.1820278,87019.41893015415,253891.95170209682,4.998817723469333,20.9950344385712,37.6,6075.563061104628,5334.738274486473,11.9971625363264,13.996689625714133
1772969970.1821349,0.0,77815.66983705596,0.0,11.998715538197363,37.6,3209.6564064677946,5514.409682763205,11.998715538197363,11.998715538197363
1772969971.181835,57361.2043788692,131111.32429455817,2.000600041115695,7.002100143904932,37.6,3483.0446715824246,771.2313158501004,7.002100143904932,7.002100143904932
1772969972.1817305,36867.85001142144,176146.39449901355,2.0002088764877084,29.003028709071774,37.6,0.0,0.0,0.0,0.0
1772969973.1819994,16379.59493468134,69613.27847239569,0.9997311361499841,4.998655680749921,37.6,0.0,0.0,0.0,0.0
1772969974.1818345,16386.703571050446,61450.13839143917,1.000165012881497,8.001320103051976,37.6,0.0,0.0,0.0,0.0
1772969975.1818533,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0
1772969976.1819062,0.0,20478.91607299609,0.0,3.9997882955070487,37.6,0.0,0.0,0.0,0.0
1772969977.1817334,467024.7268445402,61450.62195322897,9.001555950180025,7.001210183473353,37.6,0.0,0.0,0.0,0.0
1772969978.1819088,53238.657889316906,131049.00403524163,2.9994736641366946,1.9996491094244633,37.6,2141.6241961936003,4305.244532590869,18.9966665395324,10.998070101834548
1772969979.181852,32769.85948051366,667685.8869154658,2.000113493683695,36.00204288630651,37.6,1603.0909651874815,1773.1006121505957,14.000794455785865,10.000567468418476
1772969980.1816502,0.0,630911.4065879297,0.0,23.00464557046847,37.6,427.0862460256538,0.0,5.0010099066235805,0.0
1772969981.1820097,12283.583619094468,188348.2821594485,0.9996405940018285,12.99532772202377,37.6,7006.480923358816,1502.4598127847482,21.992093068040226,18.99317128603474
1772969982.1818757,0.0,0.0,0.0,0.0,37.6,89.01192681857873,207.02773990388536,1.0001340091975137,2.0002680183950274
1772969983.1820555,28666.846629534084,520098.50313583267,1.9996405294038844,28.99478767635632,37.6,54.99011455860682,65.98813747032818,0.9998202647019422,0.9998202647019422
1772969984.182058,65535.82812545076,143359.62402442354,0.9999973774025079,13.999963283635111,37.6,146.99961447816867,41.99988985090533,1.9999947548050159,0.9999973774025079
1772969985.181998,0.0,8192.492217073132,0.0,2.00012017018387,37.6,0.0,0.0,0.0,0.0
1772969986.1818368,0.0,69643.22446530784,0.0,2.0003223938794763,37.6,0.0,0.0,0.0,0.0
1772969987.1819513,32764.250429104337,188394.43996734993,1.9997711443545128,7.999084577418051,37.6,0.0,141.9837512491704,0.0,0.9998855721772564
1772969988.1817436,0.0,8193.70152521812,0.0,2.0004154114302053,37.6,0.0,0.0,0.0,0.0
1772969989.1816878,0.0,4096.228528374586,0.0,1.0000557930602016,37.6,0.0,0.0,0.0,0.0
1772969990.1822138,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0
1772969991.1817796,147520.0473380572,90151.14003992383,5.0021717440476205,4.001737395238097,37.6,55.023889184523824,0.0,1.0004343488095242,0.0
1772969992.1819081,0.0,151532.526916502,0.0,2.999614526693848,37.6,0.0,65.99151958726465,0.0,0.9998715088979492
1772969993.1821404,0.0,0.0,0.0,0.0,37.6,163.9619248116573,211.95078085409358,1.999535668434845,0.9997678342174225
