ts_iso_utc,ts_unix,cpu_percent,cpu_percent_max,cpu_percent_min,cpu_frequency_mhz,cpu_count,memory_used,memory_available,memory_percent,memory_total,swap_used,swap_percent,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-04T21:30:54+00:00,1772659854.6781552,0.0,0.0,0.0,2304.0,16,14115540992,2908409856,82.9,17023950848,510570496,4.5,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0
2026-03-04T21:30:55+00:00,1772659855.6772718,2.65,23.4,0.0,2304.0,16,14106132480,2917818368,82.9,17023950848,510570496,4.5,316695.7502886819,701035.2530662084,18.015914192696556,71.06277264896976,34.4,1768.562243249712,6677.898860759524,7.0061888527153275,7.0061888527153275
2026-03-04T21:30:56+00:00,1772659856.677114,4.9375,23.4,0.0,2304.0,16,14129020928,2894929920,83.0,17023950848,510570496,4.5,144918.8729948813,352311.60643278563,3.0004735740437547,43.00678789462715,34.4,1010.1594365947308,1194.1884824694143,8.00126286411668,10.00157858014585
2026-03-04T21:30:57+00:00,1772659857.677181,2.43125,7.8,0.0,2304.0,16,14137442304,2886508544,83.0,17023950848,510570496,4.5,105976.90001180093,122871.76812962427,1.99986601773477,18.998727168480315,34.4,6612.556987640017,11313.242062325593,19.9986601773477,19.9986601773477
2026-03-04T21:30:58+00:00,1772659858.6770637,2.3375,9.2,0.0,2304.0,16,14146772992,2877177856,83.1,17023950848,510570496,4.5,4096.480525116529,0.0,1.0001173157022776,0.0,34.4,784.0919755105856,7413.869661300983,10.001173157022775,15.001759735534163
2026-03-04T21:30:59+00:00,1772659859.677412,5.6375,7.9,3.2,2304.0,16,14062817280,2961133568,82.6,17023950848,510570496,4.5,0.0,311187.60416372225,0.0,28.98990196066748,34.4,2220.2266294704305,4948.276369148415,11.995821500965855,13.995125084460163
2026-03-04T21:31:00+00:00,1772659860.6773531,14.425,47.0,0.0,2304.0,16,14146715648,2877235200,83.1,17023950848,510570496,4.5,4096.2412251431015,180234.61390629646,1.0000588928572025,23.001354535715656,34.4,419.0246761071678,4038.2378093573834,3.0001766785716075,6.000353357143215
2026-03-04T21:31:01+00:00,1772659861.67711,10.15,36.4,0.0,2304.0,16,14194917376,2829033472,83.4,17023950848,510570496,4.5,0.0,151588.86443369923,0.0,3.0007297383148863,34.4,484.11773111480164,5147.251744456135,5.00121623052481,7.001702722734735
2026-03-04T21:31:02+00:00,1772659862.677115,0.6875,3.1,0.0,2304.0,16,14185771008,2838179840,83.3,17023950848,510570496,4.5,0.0,81919.58984580355,0.0,16.999914884993412,34.4,0.0,0.0,0.0,0.0
2026-03-04T21:31:03+00:00,1772659863.677388,1.05625,3.1,0.0,2304.0,16,14196977664,2826973184,83.4,17023950848,510570496,4.5,0.0,257977.57488936227,0.0,24.993177130743337,34.4,5494.500060422615,107.97052520481121,1.9994541704594668,1.9994541704594668
2026-03-04T21:31:04+00:00,1772659864.6773047,0.6875,3.1,0.0,2304.0,16,14185271296,2838679552,83.3,17023950848,510570496,4.5,0.0,176142.6564929762,0.0,19.00158108515709,34.4,155.01289832628152,360.02995740297644,2.000166430016536,3.0002496450248035
2026-03-04T21:31:05+00:00,1772659865.677128,0.39375000000000004,3.1,0.0,2304.0,16,14182428672,2841522176,83.3,17023950848,510570496,4.5,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0
2026-03-04T21:31:06+00:00,1772659866.677075,2.5125,6.2,0.0,2304.0,16,14186115072,2837835776,83.3,17023950848,510570496,4.5,0.0,335889.85837135714,0.0,46.00244582782259,34.4,55.002924359353095,66.00350923122372,1.0000531701700563,1.0000531701700563
