ts_iso_utc,ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-07T16:34:53+00:00,1772901293.8423693,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0
2026-03-07T16:34:54+00:00,1772901294.842313,16384.92192687386,499740.11876965273,1.000056269950797,21.00118166896674,37.5,139.0078215231608,54.00303857734305,1.000056269950797,1.000056269950797
2026-03-07T16:34:55+00:00,1772901295.8420255,81943.56146219335,487564.19070005044,5.0014380775264495,31.008916080663987,37.5,1644.4728398906966,2794.80359772178,9.00258853954761,9.00258853954761
2026-03-07T16:34:56+00:00,1772901296.8423622,196541.83477432697,548679.2887449961,4.99831733129697,32.988894386560006,37.5,23549.072274672548,9384.840621243191,38.98687518411637,53.98182717800728
2026-03-07T16:34:57+00:00,1772901297.842187,0.0,438348.81521873135,0.0,38.006660198031796,37.5,1725.3023379369697,4042.70843474854,13.002278488800352,17.002979562277382
2026-03-07T16:34:58+00:00,1772901298.8422687,283112.84771853266,352227.19571491954,8.999264062029534,27.997710415202995,37.5,145.98806145070134,557.9543718458311,1.9998364582287853,3.9996729164575706
2026-03-07T16:34:59+00:00,1772901299.842208,65539.98461725173,2592925.6414200217,1.000060800434139,39.00237121693142,37.5,1801.1095015818842,1033.0628068484655,9.000547203907251,9.000547203907251
2026-03-07T16:35:00+00:00,1772901300.842457,0.0,200654.00757267154,0.0,16.995765548944796,37.5,0.0,0.0,0.0,0.0
2026-03-07T16:35:01+00:00,1772901301.8424683,0.0,2293734.2971630176,0.0,9.99988794452348,37.5,886.9900606792327,373.99580912517814,4.99994397226174,2.9999663833570436
2026-03-07T16:35:02+00:00,1772901302.842505,65533.59383834574,2543522.6108507942,0.9999632848868674,15.999412558189878,37.5,11348.583320181058,7310.731575807888,5.999779709321205,15.999412558189878
2026-03-07T16:35:03+00:00,1772901303.8422928,0.0,6960580.983326712,0.0,63.0133709669496,37.5,0.0,0.0,0.0,0.0
