ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
1772970178.936528,189303217.188572,581740.3229046317,362.06741873121956,26.00484222931411,37.6,43502560.390354365,0.0,50.00931197945022,0.0
1772970179.936908,185003355.46999857,286611.0765514319,352.8658971214267,1.999240210319698,37.6,43477936.679070845,0.0,114.95631209338264,0.0
1772970180.9364488,189473757.2472253,3179956.2173983357,467.21454220015465,621.2852905916403,37.6,42309020.0559129,0.0,64.02940192892912,0.0
1772970181.9363496,190335421.87234756,65542.50064474778,365.0362050679465,15.001487879504651,37.6,43521486.55368956,0.0,48.004761214414884,0.0
1772970182.936867,187598046.7143645,343886.0842354796,362.8122924150132,69.96380294504387,37.6,41893683.53547097,0.0,68.96432004582896,0.0
1772970183.9363754,188311969.76299745,0.0,359.176578069682,0.0,37.6,45104820.3916625,0.0,50.02459304591672,0.0
1772970184.9364586,184026159.53583956,421852.898428547,351.9707131912938,53.99550713730075,37.6,41904356.21880332,65.99450872336759,50.99575674078404,0.9999167988389027
1772970185.9363873,184583014.3979857,12288.876039012828,357.02545132874184,3.0002138767121163,37.6,43502103.14117604,0.0,50.003564611868605,0.0
1772970186.936668,188973274.57147726,131035.22906860977,389.89058942228553,3.9988778402285696,37.6,43492853.093514666,0.0,67.98092328388569,0.0
1772970187.9366646,180355674.0020094,65536.21875073016,344.00114822770956,2.0000066757424975,37.6,43515801.249657035,0.0,48.00016021781994,0.0
1772970188.9364939,189300283.0164222,90127.38543891293,363.0619774760897,16.00273178957971,37.6,43536714.05243624,0.0,47.0080246318904,0.0
1772970189.9365723,186631888.64830655,614351.8104206017,355.97207765256223,25.997960727434318,37.6,41830320.841658376,0.0,144.98862713376832,0.0
1772970190.9374971,180712232.68862745,65475.44662631429,344.68122995114794,0.999076028843907,37.6,43454272.37351016,0.0,44.95842129797582,0.0
1772970191.9366717,183834810.1937243,498075.11374945653,379.31308696438566,47.03882608793173,37.6,43530538.329250306,246.20321739640863,54.04460869677263,1.000826086977271
1772970192.9368482,186419590.03860745,319431.64275559445,367.9350853054223,17.99682482472174,37.6,43486787.6369926,0.0,45.99188566317779,0.0
1772970193.9436145,182804557.99569374,130191.08554843317,349.6342629474524,6.952954092705019,37.6,43313423.54738929,0.0,79.46233248805736,0.0
1772970194.9480896,185293032.05235893,93788.28647016406,353.41841135474954,2.986634462152813,37.6,43300684.382909015,0.0,62.71932370520907,0.0
1772970195.9535344,185118409.74493003,85550.19926153762,357.0559144216425,10.940431918211889,37.6,43258925.31358093,0.0,58.68049847040922,0.0
1772970196.9364684,182953061.29014117,95843.6682232427,349.9726336276695,6.104173842343072,37.6,44249624.169806175,0.0,30.52086921171536,0.0
1772970197.9365196,180345827.47387436,4095.790049824545,343.98236746573326,0.9999487426329455,37.6,43492230.58849894,0.0,36.99810347741899,0.0
1772970198.9364958,191369682.60878107,0.0,365.00870248562063,0.0,37.6,43539404.0602851,0.0,94.00224118807765,0.0
1772970199.9366658,186614804.89268863,69620.16509778149,357.93915304753233,1.9996600728912421,37.6,41947867.179415956,0.0,86.98521317076903,0.0
1772970200.9367967,181904126.24150214,143341.23780737966,351.953932116334,2.999607375991483,37.6,43572080.77192121,53.99293276784669,128.98311716763376,0.9998691253304943
1772970201.9364772,181986077.07496274,4097.309011954312,347.1108952998404,1.0003195829966582,37.6,39307457.98189539,0.0,28.00894832390643,0.0
1772970202.9364684,185075296.6394023,0.0,353.00311401253185,0.0,37.6,46384819.18309922,0.0,53.00046754295804,0.0
1772970203.936533,183488944.51599982,45053.08905526782,351.9772582442798,2.999806178218294,37.6,43529497.496704675,0.0,29.998061782182937,0.0
1772970204.9591193,178422315.8974334,4005.52972111695,340.3135602902096,0.9779125295695679,37.6,42557507.42630492,0.0,30.315288416656603,0.0
1772970205.9363906,189914457.222677,0.0,366.3261094913287,0.0,37.6,44520022.412654094,67.53498107940696,31.720975961539633,1.0232572890819236
1772970206.9364622,177720920.40920383,90105.5551484717,338.97575456467405,5.999570877250868,37.6,43495890.93144621,0.0,45.99671005892332,0.0
1772970207.9371722,181274940.8834079,94141.15878609061,347.7530916435922,4.996452466143566,37.6,41800894.92450019,0.0,28.979424303632683,0.0
1772970208.9366345,183074939.2928489,499980.80662893015,349.1877351624468,25.01344807753917,37.6,43517856.67482417,0.0,30.016137693047003,0.0
1772970209.936837,185576772.03719243,65522.73705964955,358.927346869113,0.999797623590844,37.6,43485657.747367024,0.0,29.99392870772532,0.0
1772970210.9367456,181420214.26273695,77831.10709429195,347.03168896123697,9.000821903893755,37.6,44797562.65878351,0.0,91.00831036159241,0.0
1772970211.9365306,183540270.9883765,1368358.2703151284,350.0752849357157,206.0443105621641,37.6,42330213.262987904,0.0,119.02559687814333,0.0
1772970212.9365022,181933097.7714488,4096.116214234708,347.00984529771574,1.0000283726158956,37.6,43495694.05160717,0.0,144.00408565668897,0.0
1772970213.9436638,177523143.19029662,0.0,339.5681429202465,0.0,37.6,43185184.23835949,0.0,162.83384631263283,0.0
1772970214.936496,192218619.72915298,4125.571336906614,370.65679980020366,1.0072195646744664,37.6,43808579.846663974,226.62440205175494,177.27064338270608,3.021658694023399
1772970215.9367619,176113950.44582483,4094.9114221964483,335.91070260205237,0.9997342339346798,37.6,43482900.648502566,0.0,65.98245943968887,0.0
1772970216.9364882,184599901.82914826,135205.0062225207,352.09637037114766,4.001095117853951,37.6,43506367.88992348,0.0,136.03723400703433,0.0
1772970217.9366624,190307952.37238306,0.0,364.9363974317258,0.0,37.6,43487307.85884933,0.0,68.987976500792,0.0
1772970218.9364746,174096324.1450048,241709.41087526552,339.0637011996616,8.001503273148355,37.6,43503288.129808016,112.02104582407698,72.0135294583352,2.0003758182870888
1772970219.9364724,185139597.26647744,94208.20214887126,354.00075960322295,20.000042915436325,37.6,43495035.33022069,66.00014162093987,108.00023174335615,1.0000021457718162
1772970220.9365845,185577156.83023876,0.0,353.9603363613868,0.0,37.6,43490013.65118788,0.0,70.99204486344199,0.0
1772970221.936508,178795891.67224377,81926.27001110878,343.0262526099891,5.000382691107713,37.6,43497788.98861536,0.0,61.0046688315141,0.0
1772970222.9367423,179788647.7502817,12285.120791974423,342.91963148170794,1.999531378902087,37.6,42070800.05745495,0.0,30.99273637298235,0.0
1772970223.9366398,177227513.36272287,290845.8175100158,342.0350654311503,4.000410122001758,37.6,44912864.46637166,0.0,56.00574170802461,0.0
1772970224.936834,163021891.03018817,0.0,310.93958097493777,0.0,37.6,43486010.18370158,0.0,69.98640086252618,0.0
1772970225.9366124,179346262.31735685,147488.70256361584,344.0762917879493,9.001996006080068,37.6,43504106.1340677,0.0,30.00665335360023,0.0
1772970226.9364495,183530686.11665192,73740.00781472622,350.0570032437361,4.000651465642699,37.6,43501543.78658444,0.0,66.01074918310454,0.0
