ts_iso_utc,ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-05T11:01:46+00:00,1772708506.22242,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:47+00:00,1772708507.2222295,130072.77840183808,118806.63224104895,6.001143196443071,23.00438225303177,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:48+00:00,1772708508.2221248,69639.28884883037,532535.7382557617,2.0002093534245855,54.005652542463814,34.8,1897.1985717232194,328.03433396163206,8.000837413698342,3.0003140301368787
2026-03-05T11:01:49+00:00,1772708509.2221518,274936.5928509254,20479.448257052172,4.999865297131878,2.999919178279127,34.8,2996.9192591008477,6172.833695839016,7.999784475411005,12.999649772542883
2026-03-05T11:01:50+00:00,1772708510.2222428,0.0,167920.70647099687,0.0,7.999271459174775,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:51+00:00,1772708511.2222967,0.0,188405.84820325518,0.0,11.999353443651612,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:52+00:00,1772708512.2226665,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:53+00:00,1772708513.2225616,0.0,8192.859465161484,0.0,2.0002098303616904,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:54+00:00,1772708514.2223086,0.0,12291.10918494349,0.0,3.0007590783553444,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:55+00:00,1772708515.2223399,16383.488297231928,40958.720743079815,0.9999687681415972,7.9997501451327775,34.8,0.0,263.9917547893817,0.0,1.9999375362831944
2026-03-05T11:01:56+00:00,1772708516.222656,0.0,4094.705487376151,0.0,0.9996839568789431,34.8,1392.5597519323678,5354.307273043619,5.998103741273659,8.997155611910488
2026-03-05T11:01:57+00:00,1772708517.222454,0.0,40968.27315506037,0.0,4.000807925298864,34.8,1489.3007501925022,5532.117158707005,10.002019813247161,10.002019813247161
2026-03-05T11:01:58+00:00,1772708518.22233,86026.66538476945,4096.507875465212,4.000495972133996,1.000123993033499,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:01:59+00:00,1772708519.2222936,0.0,4096.149419513032,0.0,1.0000364793732988,34.8,0.0,264.0096305545508,0.0,2.0000729587465975
2026-03-05T11:02:00+00:00,1772708520.2222612,4096.132816806576,331786.7581613326,1.0000324259781679,52.00168615086472,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:01+00:00,1772708521.2225106,0.0,319408.3440838071,0.0,12.996758792472619,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:02+00:00,1772708522.2227588,0.0,806711.7791857404,0.0,104.97394612362035,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:03+00:00,1772708523.2226813,0.0,135178.4744444357,0.0,3.000232476128278,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:04+00:00,1772708524.2226658,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:05+00:00,1772708525.222525,0.0,4096.577229772281,0.0,1.0001409252373732,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:06+00:00,1772708526.2222917,0.0,151587.3461324018,0.0,5.0011661387643125,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:07+00:00,1772708527.222302,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:08+00:00,1772708528.2226841,0.0,4094.4351683676496,0.0,0.9996179610272582,34.8,0.0,263.8991417111962,0.0,1.9992359220545164
2026-03-05T11:02:09+00:00,1772708529.222635,0.0,16384.804727023547,0.0,3.000147349918862,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:10+00:00,1772708530.2225122,0.0,4096.502991447591,0.0,1.0001228006463845,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:11+00:00,1772708531.2227504,0.0,12285.07393911715,0.0,1.9995237531115155,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:12+00:00,1772708532.2225258,0.0,4096.920128526944,0.0,1.0002246407536484,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:13+00:00,1772708533.2225082,0.0,4096.072266900003,0.0,1.0000176432861336,34.8,0.0,0.0,0.0,0.0
2026-03-05T11:02:14+00:00,1772708534.2224803,0.0,4096.114260999808,0.0,1.0000278957519062,34.8,0.0,0.0,0.0,0.0
