ts_iso_utc,ts_unix,cpu_percent,cpu_percent_max,cpu_percent_min,cpu_frequency_mhz,cpu_count,memory_used,memory_available,memory_percent,memory_total,swap_used,swap_percent,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-04T16:30:42+00:00,1772641841.9634585,0.0,0.0,0.0,2304.0,16,13467611136,3556339712,79.1,17023950848,320569344,2.8,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0
2026-03-04T16:30:42+00:00,1772641842.9636686,2.34375,20.3,0.0,2304.0,16,13470830592,3553120256,79.1,17023950848,320569344,2.8,127461.22718116126,417704.2625695887,11.997479968106294,52.98886985913613,34.3,0.0,0.0,0.0,0.0
2026-03-04T16:30:43+00:00,1772641843.9636083,4.0875,15.4,0.0,2304.0,16,13473492992,3550457856,79.1,17023950848,320569344,2.8,65539.95336346648,725035.7340833481,2.000120647078445,90.00542911853003,34.3,1680.101343545894,544.032816005337,10.000603235392227,6.000361941235336
2026-03-04T16:30:44+00:00,1772641844.9632459,2.7375000000000003,7.8,0.0,2304.0,16,13465780224,3558170624,79.1,17023950848,320569344,2.8,12292.454739380802,4097.484913126934,1.0003625276188803,1.0003625276188803,34.3,3496.267034027987,6489.3517166636775,11.003987803807686,16.005800441902085
2026-03-04T16:30:45+00:00,1772641845.96358,4.9625,9.4,1.6,2304.0,16,13468786688,3555164160,79.1,17023950848,320569344,2.8,65514.11668456195,159690.65941861976,0.9996660871057427,30.98964870027802,34.3,1737.4196593897807,968.6764384054646,8.996994783951683,8.996994783951683
2026-03-04T16:30:46+00:00,1772641846.963384,1.8625,4.7,0.0,2304.0,16,13465894912,3558055936,79.1,17023950848,320569344,2.8,0.0,163872.11566903113,0.0,31.006076573119902,34.3,0.0,0.0,0.0,0.0
2026-03-04T16:30:47+00:00,1772641847.9633064,8.481250000000001,51.6,0.0,2304.0,16,13555392512,3468558336,79.6,17023950848,320569344,2.8,0.0,192526.9181481357,0.0,29.002247269240023,34.3,2.0001549840855186,0.0,2.0001549840855186,0.0
2026-03-04T16:30:48+00:00,1772641848.9633267,4.4,20.3,0.0,2304.0,16,13598371840,3425579008,79.9,17023950848,320569344,2.8,0.0,0.0,0.0,0.0,34.3,0.9999797348314617,0.0,0.9999797348314617,0.0
2026-03-04T16:30:49+00:00,1772641849.9632485,4.23125,13.2,0.0,2304.0,16,13599531008,3424419840,79.9,17023950848,320569344,2.8,0.0,360476.1897044714,0.0,30.00234622229598,34.3,0.0,0.0,0.0,0.0
2026-03-04T16:30:50+00:00,1772641850.9636073,2.54375,4.7,0.0,2304.0,16,13601484800,3422466048,79.9,17023950848,320569344,2.8,0.0,143308.57802154482,0.0,19.992826174880697,34.3,1.9992826174880696,0.0,1.9992826174880696,0.0
