ts_iso_utc,ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
2026-03-05T21:57:10+00:00,1772747830.5064027,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:11+00:00,1772747831.5064366,212984.78930662118,585708.1705932083,7.999729165663355,44.998476556856374,35.0,14374.513344551342,6965.764171001367,5.999796874247517,10.999627602787115
2026-03-05T21:57:12+00:00,1772747832.5066957,180177.3050702545,573291.425223537,10.9971499676669,49.987045307576814,35.0,518.8655302926473,1762.5432175451585,8.997668155363826,13.996372686121509
2026-03-05T21:57:13+00:00,1772747833.5063493,0.0,192578.71354073874,0.0,5.0017327112268,35.0,4816.668600911408,6414.222028877249,16.005544675925762,14.00485159143504
2026-03-05T21:57:14+00:00,1772747834.5065067,81907.11140310143,274388.8232003898,4.9992133424744525,34.99449339732117,35.0,1792.7179046113388,1114.824575371803,10.998269353443796,10.998269353443796
2026-03-05T21:57:15+00:00,1772747835.506361,163863.8706648293,1061018.5625547697,10.001456949757648,61.008887393521654,35.0,1.0001456949757648,0.0,1.0001456949757648,0.0
2026-03-05T21:57:16+00:00,1772747836.506374,561144.7754836378,1327086.9142824719,22.99970388793708,86.99887992393592,35.0,0.9999871255624818,0.0,0.9999871255624818,0.0
2026-03-05T21:57:17+00:00,1772747837.506286,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:18+00:00,1772747838.506207,2408638.0814068187,7570005.398707145,131.01033888391746,781.0616386896148,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:19+00:00,1772747839.506374,0.0,4095.3165203179783,0.0,0.9998331348432564,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:20+00:00,1772747840.506473,0.0,45051.531693176184,0.0,4.999504138536064,35.0,0.9999008277072129,0.0,0.9999008277072129,0.0
2026-03-05T21:57:21+00:00,1772747841.506211,0.0,0.0,0.0,0.0,35.0,1.0002620906919648,0.0,1.0002620906919648,0.0
2026-03-05T21:57:22+00:00,1772747842.506241,262136.12523656373,810983.637450619,3.999879840645809,58.99822764952568,35.0,0.9999699601614522,133.9959746616346,0.9999699601614522,0.9999699601614522
2026-03-05T21:57:23+00:00,1772747843.5066822,0.0,135108.40714425637,0.0,2.9986773602684744,35.0,0.9995591200894914,0.0,0.9995591200894914,0.0
2026-03-05T21:57:24+00:00,1772747844.5062017,0.0,0.0,0.0,0.0,35.0,1.0004806443448913,0.0,1.0004806443448913,0.0
2026-03-05T21:57:25+00:00,1772747845.5061457,16384.91802018517,69635.90158578698,1.0000560315054425,2.000112063010885,35.0,1731.0969905359211,4698.263236012569,13.000728409570753,13.000728409570753
2026-03-05T21:57:26+00:00,1772747846.5063362,16380.879500694024,73713.9577531231,0.9998095398372817,5.99885723902369,35.0,1301.7520208681408,1876.6425062745777,11.99771447804738,11.99771447804738
2026-03-05T21:57:27+00:00,1772747847.5061667,65547.11125853176,1044657.08568285,1.000169544350155,26.004408153104034,35.0,0.0,672.1139338033042,0.0,4.00067817740062
2026-03-05T21:57:28+00:00,1772747848.5063639,0.0,0.0,0.0,0.0,35.0,5693.877325880884,1661.6723644625163,2.999408600112845,8.998225800338535
2026-03-05T21:57:29+00:00,1772747849.5063484,0.0,188418.91996712633,0.0,7.000108482134661,35.0,143.00221613503666,570.008833545251,2.0000309948956176,8.00012397958247
2026-03-05T21:57:30+00:00,1772747850.506495,0.0,118766.58556124683,0.0,12.998094122913935,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:31+00:00,1772747851.506521,0.0,376822.20728573937,0.0,21.999428287104774,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:32+00:00,1772747852.5061755,0.0,65558.6484493263,0.0,1.0003455879108627,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:33+00:00,1772747853.5063784,0.0,176092.27189746266,0.0,8.998174322522052,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:34+00:00,1772747854.5062912,573490.0434293497,2617572.4125096747,35.00305440852964,352.0307186229267,35.0,0.0,134.01169402122778,0.0,1.0000872688151328
2026-03-05T21:57:35+00:00,1772747855.5062282,0.0,69636.38308838256,0.0,2.000125892933782,35.0,0.0,310.01951340473624,0.0,3.0001888394006735
2026-03-05T21:57:36+00:00,1772747856.506118,0.0,65543.21954522845,0.0,1.000110161517768,35.0,0.0,115.01266857454334,0.0,1.000110161517768
2026-03-05T21:57:37+00:00,1772747857.5061848,81914.53161505407,188403.42271462438,0.9999332472540781,5.999599483524468,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:38+00:00,1772747858.5062451,0.0,286702.70612129004,0.0,2.9998190512132745,35.0,0.0,0.0,0.0,0.0
2026-03-05T21:57:39+00:00,1772747859.506148,0.0,65542.3599921505,0.0,1.0000970457786635,35.0,0.0,2836.27522182829,0.0,15.001455686679954
2026-03-05T21:57:40+00:00,1772747860.5063264,16381.078645985795,114667.55052190056,0.9998216947012815,4.999108473506407,35.0,0.0,6214.891654263165,0.0,12.997682031116659
2026-03-05T21:57:41+00:00,1772747861.506028,0.0,12291.669063965817,0.0,2.000597178379853,35.0,0.0,2514.750653223475,0.0,4.001194356759706
2026-03-05T21:57:42+00:00,1772747862.506218,0.0,81904.43655111046,0.0,4.999050082465238,35.0,0.0,697.8673915121472,0.0,1.999620032986095
2026-03-05T21:57:43+00:00,1772747863.506444,0.0,65521.19084717676,0.0,0.9997740302608759,35.0,0.0,3233.2692138636726,0.0,3.9990961210435034
